DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3321.5,0.063,2.603,10.591,8.29,8.078,8.578,61.416
3321.6,0.064,2.603,11.59,8.305,8.086,8.578,61.662
3321.7,0.066,2.601,12.114,8.492,8.045,8.578,62.003
3321.8,0.067,2.597,12.22,8.675,7.966,8.578,62.115
3321.9,0.066,2.592,12.67,8.77,7.887,8.625,62.182
3322.0,0.071,2.588,13.184,8.746,7.851,8.578,62.219
3322.1,0.071,2.588,14.307,8.726,7.85,8.578,61.871
3322.2,0.07,2.59,15.005,8.624,7.849,8.578,61.448
3322.3,0.066,2.595,14.534,8.494,7.83,8.625,61.014
3322.4,0.067,2.601,13.084,8.648,7.809,8.578,60.616
3322.5,0.066,2.606,13.904,8.958,7.814,8.578,60.257
3322.6,0.065,2.61,13.653,9.593,7.837,8.578,59.976
3322.7,0.064,2.609,12.438,9.972,7.852,8.578,59.604
3322.8,0.064,2.606,12.473,10.097,7.857,8.578,59.209
3322.9,0.06,2.601,12.041,10.099,7.878,8.578,58.832
3323.0,0.059,2.599,11.884,9.758,7.917,8.625,58.526
3323.1,0.059,2.599,11.366,9.645,7.943,8.625,58.283
3323.2,0.058,2.601,10.919,10.086,7.934,8.625,58.191
3323.3,0.061,2.605,11.162,10.434,7.905,8.578,58.124
3323.4,0.059,2.611,10.644,10.617,7.882,8.578,58.077
3323.5,0.056,2.617,9.531,10.729,7.874,8.578,58.074
3323.6,0.053,2.621,9.206,10.743,7.871,8.578,58.107
3323.7,0.051,2.622,8.439,10.672,7.866,8.578,58.175
3323.8,0.05,2.62,8.444,10.616,7.861,8.578,58.378
3323.9,0.051,2.617,7.473,10.605,7.854,8.578,58.711
3324.0,0.052,2.614,7.536,10.571,7.841,8.578,59.141
3324.1,0.052,2.613,7.984,10.577,7.821,8.578,59.465
3324.2,0.053,2.611,8.985,10.571,7.801,8.578,59.707
3324.3,0.052,2.609,9.677,10.496,7.782,8.602,59.871
3324.4,0.054,2.606,10.243,10.363,7.756,8.578,59.978
3324.5,0.057,2.604,10.702,10.32,7.737,8.625,60.106
3324.6,0.059,2.602,11.374,10.198,7.737,8.625,60.261
3324.7,0.062,2.6,11.507,10.104,7.764,8.625,60.332
3324.8,0.064,2.599,11.23,9.992,7.801,8.625,60.339
3324.9,0.066,2.597,12.051,9.886,7.831,8.625,60.265
3325.0,0.067,2.595,11.462,9.597,7.841,8.625,60.056
3325.1,0.067,2.593,10.776,9.457,7.825,8.625,59.775
3325.2,0.066,2.592,10.589,9.397,7.785,8.625,59.402
3325.3,0.068,2.593,9.519,9.337,7.736,8.578,59.154
3325.4,0.069,2.597,9.048,9.259,7.694,8.578,58.977
3325.5,0.066,2.599,9.474,9.197,7.675,8.625,58.902
3325.6,0.066,2.597,8.285,9.193,7.694,8.625,58.862
3325.7,0.064,2.591,7.474,9.085,7.754,8.625,58.857
3325.8,0.063,2.586,7.061,8.922,7.833,8.625,58.921
3325.9,0.062,2.583,6.947,8.759,7.854,8.625,58.96
3326.0,0.061,2.58,6.834,8.597,7.875,8.625,59.001
3326.1,0.062,2.581,6.928,8.478,7.798,8.625,59.078
3326.2,0.062,2.585,6.526,8.389,7.682,8.578,59.274
3326.3,0.063,2.592,6.279,8.374,7.582,8.578,59.548
3326.4,0.064,2.6,7.292,8.406,7.535,8.578,59.952
3326.5,0.065,2.602,7.831,8.463,7.543,8.578,60.314
3326.6,0.063,2.598,7.855,8.441,7.579,8.625,60.619
3326.7,0.064,2.591,8.35,8.308,7.612,8.625,60.683
3326.8,0.065,2.586,8.266,8.153,7.641,8.625,60.648
3326.9,0.065,2.586,8.631,8.059,7.67,8.625,60.526
3327.0,0.064,2.589,9.267,8.035,7.693,8.625,60.157
3327.1,0.063,2.589,7.642,8.129,7.706,8.625,59.853
3327.2,0.066,2.585,7.154,8.22,7.705,8.625,59.604
3327.3,0.063,2.579,7.042,8.258,7.701,8.602,59.428
3327.4,0.068,2.573,7.223,8.345,7.693,8.578,59.368
3327.5,0.066,2.572,7.281,8.403,7.678,8.625,59.42
3327.6,0.067,2.576,7.811,8.283,7.677,8.625,59.512
3327.7,0.067,2.583,7.499,8.052,7.715,8.625,59.687
3327.8,0.069,2.588,7.315,7.986,7.776,8.625,59.957
3327.9,0.07,2.586,6.404,8.052,7.79,8.578,60.321
3328.0,0.069,2.58,6.775,8.149,7.728,8.578,60.681
3328.1,0.07,2.574,7.288,8.229,7.646,8.625,61.025
3328.2,0.072,2.573,8.697,8.272,7.629,8.625,61.181
3328.3,0.073,2.575,8.803,8.319,7.677,8.625,61.275
3328.4,0.074,2.578,10.119,8.29,7.721,8.625,61.301
3328.5,0.075,2.579,10.697,8.146,7.702,8.625,61.369
3328.6,0.078,2.578,11.359,8.158,7.616,8.578,61.454
3328.7,0.075,2.576,12.467,8.312,7.524,8.625,61.555
3328.8,0.074,2.576,12.827,8.49,7.476,8.625,61.567
3328.9,0.073,2.578,13.685,8.553,7.478,8.625,61.62
3329.0,0.073,2.579,13.712,8.582,7.492,8.625,61.847
3329.1,0.074,2.58,13.538,8.648,7.494,8.625,62.107
3329.2,0.076,2.579,12.184,8.723,7.487,8.625,62.432
3329.3,0.079,2.58,12.482,8.967,7.484,8.625,62.949
3329.4,0.081,2.581,14.152,9.325,7.481,8.625,63.478
3329.5,0.082,2.583,16.355,9.214,7.473,8.625,64.008
3329.6,0.083,2.585,18.369,8.912,7.463,8.578,64.525
3329.7,0.081,2.588,20.319,8.738,7.463,8.578,64.877
3329.8,0.078,2.592,20.826,8.651,7.472,8.578,65.069
3329.9,0.072,2.596,21.042,8.43,7.482,8.625,64.767
3330.0,0.068,2.599,21.221,8.077,7.479,8.625,64.13
3330.1,0.064,2.6,20.893,8.189,7.475,8.609,63.276
3330.2,0.061,2.599,21.444,8.494,7.508,8.625,62.49
3330.3,0.058,2.6,19.707,8.599,7.572,8.625,61.82
3330.4,0.056,2.602,17.799,8.736,7.621,8.625,61.247
3330.5,0.055,2.604,15.35,9.33,7.607,8.625,60.834
3330.6,0.054,2.605,13.178,9.476,7.549,8.625,60.322
3330.7,0.055,2.604,12.907,9.722,7.509,8.625,59.711
3330.8,0.056,2.603,11.339,10.007,7.507,8.625,59.559
3330.9,0.057,2.603,10.126,9.972,7.539,8.602,59.389
3331.0,0.062,2.602,10.633,9.877,7.591,8.602,59.189
3331.1,0.061,2.601,10.533,9.767,7.643,8.625,59.222
3331.2,0.062,2.6,11.373,9.982,7.682,8.625,59.251
3331.3,0.062,2.599,11.295,10.007,7.703,8.625,59.247
3331.4,0.062,2.597,11.144,9.892,7.722,8.625,59.205
3331.5,0.061,2.594,9.728,9.852,7.738,8.625,59.092
3331.6,0.06,2.592,8.221,9.773,7.746,8.625,58.86
3331.7,0.059,2.589,7.96,9.629,7.753,8.625,58.728
3331.8,0.058,2.587,6.609,9.48,7.769,8.625,58.687
3331.9,0.058,2.587,6.116,9.406,7.805,8.625,58.804
3332.0,0.057,2.589,6.55,9.237,7.847,8.625,59.224
3332.1,0.06,2.591,7.175,9.136,7.855,8.625,59.731
3332.2,0.06,2.59,6.795,9.13,7.803,8.578,60.251
3332.3,0.061,2.589,6.783,9.215,7.719,8.578,60.654
3332.4,0.062,2.59,7.775,9.344,7.644,8.578,60.983
3332.5,0.062,2.594,9.963,9.384,7.6,8.625,61.189
3332.6,0.064,2.598,12.631,9.624,7.593,8.625,61.179
3332.7,0.067,2.602,14.697,9.772,7.616,8.625,61.094
3332.8,0.062,2.606,16.863,9.11,7.665,8.602,61.111
3332.9,0.06,2.613,19.018,8.39,7.722,8.625,60.899
3333.0,0.057,2.619,18.819,9.029,7.759,8.625,60.56
3333.1,0.055,2.624,16.995,10.176,7.76,8.625,60.22
3333.2,0.054,2.626,14.994,10.307,7.71,8.625,59.887
3333.3,0.052,2.623,13.423,10.439,7.639,8.625,59.583
3333.4,0.051,2.619,12.404,10.463,7.593,8.625,59.585
3333.5,0.051,2.616,11.725,10.45,7.598,8.625,59.651
3333.6,0.054,2.616,12.922,10.45,7.65,8.602,59.773
3333.7,0.052,2.619,13.234,10.656,7.705,8.625,60.034
3333.8,0.055,2.622,12.368,10.881,7.731,8.625,60.193
3333.9,0.058,2.622,11.36,11.186,7.72,8.625,60.252
3334.0,0.06,2.62,12.245,11.335,7.69,8.625,60.422
3334.1,0.06,2.618,12.904,11.479,7.668,8.625,60.533
3334.2,0.063,2.617,13.353,11.524,7.65,8.625,60.572
3334.3,0.063,2.616,13.779,11.491,7.627,8.578,60.747
3334.4,0.061,2.615,14.847,11.222,7.596,8.602,60.991
3334.5,0.062,2.611,14.271,11.011,7.563,8.625,61.323
3334.6,0.065,2.605,13.893,11.363,7.531,8.625,61.685
3334.7,0.07,2.598,13.807,11.447,7.498,8.625,61.974
3334.8,0.075,2.594,14.004,11.391,7.473,8.625,62.125
3334.9,0.079,2.591,13.942,11.428,7.463,8.625,62.373
3335.0,0.081,2.589,13.444,11.398,7.467,8.625,62.543
3335.1,0.082,2.587,14.504,11.466,7.48,8.625,62.496
3335.2,0.081,2.584,17.258,11.377,7.496,8.625,62.28
3335.3,0.079,2.583,19.482,10.571,7.525,8.625,61.939
3335.4,0.075,2.586,22.033,9.808,7.553,8.625,61.375
3335.5,0.07,2.591,22.004,9.644,7.563,8.625,60.831
3335.6,0.065,2.595,21.256,9.85,7.559,8.625,60.248
3335.7,0.061,2.599,20.978,9.872,7.566,8.625,59.493
3335.8,0.058,2.603,19.101,9.902,7.616,8.625,59.011
3335.9,0.056,2.61,16.013,10.018,7.699,8.625,58.693
3336.0,0.055,2.617,13.308,10.125,7.778,8.625,58.581
3336.1,0.055,2.621,12.535,10.104,7.817,8.625,58.673
3336.2,0.056,2.62,10.635,10.136,7.814,8.625,58.898
3336.3,0.056,2.617,8.751,10.428,7.795,8.625,59.277
3336.4,0.056,2.613,8.346,10.444,7.793,8.625,59.476
3336.5,0.057,2.609,8.539,10.39,7.803,8.625,59.552
3336.6,0.057,2.607,9.275,10.298,7.797,8.625,59.653
3336.7,0.059,2.604,9.948,10.288,7.761,8.625,59.838
3336.8,0.06,2.602,10.229,10.243,7.709,8.625,60.098
3336.9,0.061,2.599,10.45,10.23,7.66,8.625,60.659
3337.0,0.064,2.598,10.824,10.259,7.62,8.625,61.43
3337.1,0.071,2.597,11.702,10.256,7.571,8.578,62.413
3337.2,0.077,2.596,12.648,10.167,7.497,8.578,63.551
3337.3,0.084,2.594,14.201,10.068,7.407,8.578,64.69
3337.4,0.089,2.59,15.187,9.842,7.321,8.602,65.824
3337.5,0.097,2.587,16.388,9.393,7.276,8.625,66.499
3337.6,0.105,2.585,17.926,9.294,7.275,8.625,66.814
3337.7,0.11,2.584,21.608,9.228,7.291,8.625,66.645
3337.8,0.11,2.581,27.493,9.345,7.291,8.625,66.025
3337.9,0.104,2.576,30.751,8.716,7.284,8.625,65.119
3338.0,0.092,2.572,33.679,7.682,7.302,8.625,63.803
3338.1,0.078,2.57,37.215,5.942,7.362,8.625,62.585
3338.2,0.065,2.575,37.403,5.313,7.437,8.625,61.242
3338.3,0.055,2.585,34.827,4.688,7.487,8.625,59.57
3338.4,0.051,2.597,31.368,4.922,7.492,8.578,58.204
3338.5,0.048,2.609,28.254,6.951,7.472,8.578,57.133
3338.6,0.047,2.619,22.702,8.993,7.435,8.578,56.665
3338.7,0.043,2.624,16.06,11.572,7.384,8.625,56.805
3338.8,0.042,2.624,11.722,13.633,7.322,8.625,57.224
3338.9,0.042,2.62,10.343,13.256,7.282,8.625,57.863
3339.0,0.043,2.616,8.845,13.004,7.291,8.625,58.604
3339.1,0.046,2.613,9.107,13.17,7.348,8.625,59.357
3339.2,0.049,2.609,9.607,13.46,7.42,8.625,59.931
3339.3,0.052,2.604,9.854,13.955,7.481,8.625,60.488
3339.4,0.056,2.6,10.43,14.2,7.508,8.625,61.02
3339.5,0.062,2.597,11.161,14.175,7.503,8.625,61.43
3339.6,0.068,2.596,13.363,13.236,7.489,8.625,61.703
3339.7,0.074,2.598,14.586,12.432,7.485,8.625,61.872
3339.8,0.077,2.601,16.264,12.057,7.501,8.625,61.892
3339.9,0.077,2.604,17.387,11.893,7.528,8.625,61.726
3340.0,0.073,2.605,19.863,11.999,7.561,8.625,61.399
3340.1,0.069,2.604,21.469,12.089,7.607,8.625,60.943
3340.2,0.064,2.602,21.061,10.547,7.653,8.625,60.38
3340.3,0.063,2.601,19.5,9.469,7.677,8.578,59.707
3340.4,0.06,2.604,17.733,8.889,7.665,8.578,59.139
3340.5,0.055,2.608,15.541,9.221,7.632,8.625,58.694
3340.6,0.055,2.61,13.526,10.125,7.603,8.625,58.398
3340.7,0.055,2.609,12.492,11.752,7.586,8.625,58.331
3340.8,0.055,2.605,11.22,11.6,7.576,8.625,58.394
3340.9,0.056,2.601,10.438,11.191,7.558,8.625,58.624
3341.0,0.058,2.598,9.936,11.112,7.536,8.625,58.972
3341.1,0.059,2.595,11.015,10.891,7.513,8.625,59.342
3341.2,0.06,2.596,11.658,10.621,7.498,8.625,59.724
3341.3,0.06,2.6,13.061,10.499,7.512,8.625,59.995
3341.4,0.059,2.607,13.934,10.422,7.544,8.625,60.19
3341.5,0.059,2.612,13.832,10.357,7.586,8.625,60.264
3341.6,0.058,2.613,13.739,10.357,7.62,8.625,60.398
3341.7,0.058,2.614,13.632,10.138,7.642,8.625,60.635
3341.8,0.059,2.614,12.909,10.033,7.651,8.625,61.122
3341.9,0.061,2.613,13.373,10.032,7.65,8.625,61.54
3342.0,0.063,2.612,14.397,9.779,7.647,8.625,61.99
3342.1,0.065,2.608,14.797,9.735,7.639,8.625,62.664
3342.2,0.068,2.602,16.148,9.646,7.615,8.625,63.071
3342.3,0.072,2.595,16.653,9.494,7.568,8.625,63.423
3342.4,0.077,2.587,16.705,9.387,7.503,8.625,64.147
3342.5,0.082,2.58,18.443,8.81,7.46,8.625,64.692
3342.6,0.086,2.578,21.374,8.378,7.465,8.625,65.121
3342.7,0.089,2.578,22.274,8.524,7.5,8.625,65.464
3342.8,0.09,2.579,22.215,8.578,7.523,8.625,65.292
3342.9,0.087,2.581,21.271,8.788,7.495,8.625,64.717
3343.0,0.081,2.583,19.553,7.718,7.433,8.625,63.585
3343.1,0.074,2.588,18.728,6.376,7.395,8.625,62.128
3343.2,0.066,2.595,18.256,6.911,7.441,8.625,60.401
3343.3,0.059,2.604,16.761,8.731,7.559,8.625,59.515
3343.4,0.053,2.61,13.671,11.277,7.684,8.625,58.653
3343.5,0.048,2.614,11.282,12.509,7.777,8.625,57.818
3343.6,0.045,2.614,9.91,12.054,7.84,8.625,57.729
3343.7,0.044,2.614,8.525,11.951,7.899,8.625,57.707
3343.8,0.044,2.614,8.07,11.968,7.937,8.625,57.737
3343.9,0.044,2.614,7.472,12.009,7.904,8.625,58.01
3344.0,0.046,2.612,8.866,11.792,7.77,8.625,58.346
3344.1,0.048,2.61,10.262,11.786,7.636,8.625,58.745
3344.2,0.052,2.605,12.381,11.659,7.524,8.625,59.225
3344.3,0.056,2.599,13.261,11.318,7.489,8.625,59.753
3344.4,0.058,2.592,14.355,10.54,7.505,8.625,60.35
3344.5,0.059,2.586,14.464,10.29,7.546,8.625,60.583
3344.6,0.059,2.585,14.612,10.046,7.608,8.625,60.653
3344.7,0.059,2.589,14.106,9.651,7.692,8.625,60.528
3344.8,0.059,2.595,13.464,9.783,7.783,8.625,60.197
3344.9,0.058,2.6,11.938,9.964,7.849,8.625,59.81
3345.0,0.056,2.6,11.873,9.83,7.872,8.625,59.438
3345.1,0.055,2.599,9.955,9.644,7.886,8.625,59.224
3345.2,0.055,2.6,9.573,9.536,7.907,8.625,59.075
3345.3,0.055,2.602,10.454,9.554,7.927,8.625,58.947
3345.4,0.056,2.606,9.447,9.552,7.922,8.625,58.752
3345.5,0.056,2.607,9.155,9.491,7.881,8.625,58.541
3345.6,0.056,2.606,8.558,9.464,7.836,8.625,58.409
3345.7,0.055,2.605,8.269,9.397,7.807,8.625,58.415
3345.8,0.055,2.604,7.514,9.321,7.794,8.625,58.509
3345.9,0.055,2.604,8.975,9.263,7.786,8.625,58.652
3346.0,0.056,2.606,9.673,9.197,7.783,8.625,58.895
3346.1,0.057,2.608,9.311,9.132,7.799,8.625,59.204
3346.2,0.058,2.61,9.894,9.028,7.828,8.625,59.399
3346.3,0.059,2.611,10.2,8.988,7.864,8.625,59.5
3346.4,0.06,2.61,10.431,9.074,7.894,8.625,59.517
3346.5,0.059,2.605,11.893,9.025,7.899,8.625,59.485
3346.6,0.058,2.599,11.815,9.034,7.872,8.625,59.517
3346.7,0.058,2.594,11.951,9.042,7.803,8.625,59.616
3346.8,0.058,2.593,11.798,9.076,7.727,8.625,59.695
3346.9,0.058,2.595,12.642,9.034,7.71,8.625,59.763
3347.0,0.057,2.596,12.068,8.937,7.768,8.625,59.819
3347.1,0.056,2.596,11.352,8.77,7.83,8.625,59.769
3347.2,0.055,2.596,11.501,8.657,7.827,8.625,59.759
3347.3,0.055,2.597,11.021,8.562,7.785,8.625,59.826
3347.4,0.056,2.6,10.818,8.505,7.767,8.625,60.149
3347.5,0.058,2.602,10.918,8.486,7.771,8.625,60.551
3347.6,0.06,2.602,12.416,8.562,7.758,8.625,61.029
3347.7,0.062,2.602,14.091,8.645,7.707,8.625,61.663
3347.8,0.062,2.604,15.07,8.562,7.638,8.625,62.391
3347.9,0.063,2.606,14.026,8.378,7.591,8.625,63.256
3348.0,0.064,2.607,13.936,8.246,7.602,8.625,64.197
3348.1,0.068,2.604,14.178,7.996,7.657,8.625,65.073
3348.2,0.067,2.6,15.132,7.539,7.72,8.602,65.682
3348.3,0.069,2.597,15.352,7.45,7.768,8.625,66.182
3348.4,0.071,2.595,15.201,6.966,7.79,8.625,66.596
3348.5,0.073,2.594,16.074,6.598,7.775,8.625,66.833
3348.6,0.077,2.593,17.489,6.483,7.731,8.625,67.164
3348.7,0.082,2.595,17.642,6.197,7.705,8.625,67.511
3348.8,0.088,2.601,18.765,5.951,7.75,8.625,67.68
3348.9,0.095,2.608,21.511,5.819,7.857,8.625,67.727
3349.0,0.099,2.611,25.11,5.603,7.968,8.625,67.701
3349.1,0.1,2.61,28.038,5.137,8.023,8.625,67.668
3349.2,0.097,2.609,27.873,4.455,8.0,8.672,67.535
3349.3,0.091,2.61,26.693,4.174,7.93,8.625,67.337
3349.4,0.084,2.615,24.934,4.612,7.86,8.625,67.26
3349.5,0.08,2.619,20.893,4.867,7.815,8.625,67.21
3349.6,0.079,2.618,18.25,4.856,7.803,8.625,67.183
3349.7,0.081,2.614,18.302,4.942,7.809,8.625,67.439
3349.8,0.084,2.612,19.548,4.962,7.813,8.625,67.849
3349.9,0.087,2.609,21.345,4.638,7.806,8.625,68.426
3350.0,0.089,2.604,22.249,4.144,7.796,8.625,68.788
3350.1,0.091,2.597,21.926,4.019,7.784,8.625,69.102
3350.2,0.093,2.591,22.149,4.109,7.773,8.625,69.365
3350.3,0.094,2.588,23.029,4.236,7.759,8.625,69.449
3350.4,0.095,2.588,22.708,4.202,7.759,8.625,69.562
3350.5,0.096,2.588,22.116,4.235,7.785,8.625,69.752
3350.6,0.098,2.59,22.73,4.301,7.843,8.625,69.961
3350.7,0.1,2.592,22.838,4.3,7.899,8.625,70.106
3350.8,0.101,2.593,22.685,4.303,7.92,8.625,70.118
3350.9,0.104,2.593,22.654,4.25,7.909,8.578,70.06
3351.0,0.104,2.592,22.536,4.194,7.879,8.578,69.958
3351.1,0.104,2.59,22.028,4.276,7.84,8.578,69.791
3351.2,0.1,2.59,22.72,4.355,7.807,8.625,69.78
3351.3,0.1,2.59,22.348,4.268,7.798,8.625,69.829
3351.4,0.102,2.59,22.295,4.347,7.826,8.578,69.915
3351.5,0.098,2.59,21.133,4.469,7.89,8.625,69.95
3351.6,0.097,2.59,20.36,4.441,7.952,8.625,69.972
3351.7,0.097,2.59,19.904,4.379,7.973,8.625,70.028
3351.8,0.099,2.592,19.689,4.359,7.954,8.625,70.092
3351.9,0.099,2.593,20.093,4.377,7.899,8.578,70.16
3352.0,0.099,2.594,20.599,4.349,7.825,8.578,70.244
3352.1,0.1,2.595,22.16,4.366,7.755,8.578,70.304
3352.2,0.101,2.594,24.736,4.346,7.695,8.578,70.354
3352.3,0.102,2.594,23.907,4.33,7.672,8.578,70.447
3352.4,0.102,2.594,23.282,4.281,7.679,8.578,70.515
3352.5,0.102,2.594,23.236,4.263,7.702,8.578,70.568
3352.6,0.104,2.594,24.714,4.2,7.731,8.578,70.687
3352.7,0.105,2.592,25.167,4.119,7.736,8.578,70.753
3352.8,0.106,2.589,24.678,4.093,7.71,8.578,70.773
3352.9,0.107,2.586,23.592,4.062,7.673,8.578,70.803
3353.0,0.107,2.585,23.061,4.018,7.659,8.578,70.875
3353.1,0.107,2.586,22.481,4.035,7.674,8.578,70.994
3353.2,0.107,2.586,22.567,4.026,7.691,8.578,71.147
3353.3,0.107,2.584,23.706,4.003,7.691,8.578,71.277
3353.4,0.108,2.58,25.1,3.945,7.688,8.578,71.374
3353.5,0.108,2.576,26.332,3.889,7.697,8.578,71.436
3353.6,0.108,2.573,25.547,3.851,7.719,8.578,71.432
3353.7,0.109,2.572,25.514,3.81,7.734,8.578,71.325
3353.8,0.109,2.571,24.801,3.835,7.737,8.578,71.217
3353.9,0.109,2.571,24.312,3.896,7.732,8.578,71.122
3354.0,0.109,2.572,25.379,3.915,7.741,8.578,71.054
3354.1,0.106,2.575,25.335,3.903,7.779,8.625,71.066
3354.2,0.106,2.579,24.292,3.916,7.837,8.625,71.086
3354.3,0.106,2.583,24.137,3.878,7.89,8.625,71.079
3354.4,0.107,2.585,25.054,3.819,7.92,8.625,71.039
3354.5,0.109,2.585,25.119,3.843,7.923,8.625,70.975
3354.6,0.109,2.585,23.084,3.882,7.902,8.625,70.87
3354.7,0.109,2.585,23.56,3.845,7.851,8.625,70.66
3354.8,0.108,2.583,24.436,3.884,7.769,8.625,70.436
3354.9,0.106,2.577,24.407,3.884,7.67,8.625,70.327
3355.0,0.104,2.571,23.022,3.875,7.599,8.625,70.208
3355.1,0.102,2.567,23.008,3.896,7.597,8.625,70.104
3355.2,0.101,2.568,23.767,3.895,7.655,8.625,70.113
3355.3,0.1,2.572,22.883,3.954,7.737,8.625,70.076
3355.4,0.1,2.575,21.202,3.998,7.808,8.625,70.007
3355.5,0.1,2.576,22.161,4.034,7.835,8.625,69.906
3355.6,0.101,2.575,24.46,4.068,7.814,8.625,69.78
3355.7,0.102,2.573,23.603,4.123,7.76,8.625,69.643
3355.8,0.102,2.572,24.126,4.093,7.699,8.625,69.698
3355.9,0.1,2.573,23.284,4.144,7.651,8.625,69.743
3356.0,0.098,2.576,23.216,4.162,7.615,8.625,69.777
3356.1,0.096,2.578,23.506,4.16,7.604,8.625,69.576
3356.2,0.095,2.58,22.426,4.203,7.616,8.625,69.389
3356.3,0.094,2.581,20.601,4.27,7.649,8.625,69.217
3356.4,0.093,2.583,20.603,4.309,7.691,8.625,68.918
3356.5,0.092,2.585,20.581,4.316,7.72,8.625,68.744
3356.6,0.09,2.585,19.468,4.331,7.74,8.625,68.748
3356.7,0.093,2.585,19.371,4.345,7.75,8.602,68.848
3356.8,0.09,2.583,19.941,4.366,7.751,8.625,69.008
3356.9,0.091,2.58,18.71,4.36,7.728,8.625,69.251
3357.0,0.093,2.577,17.998,4.372,7.684,8.625,69.458
3357.1,0.094,2.576,18.906,4.376,7.646,8.625,69.62
3357.2,0.095,2.577,20.164,4.366,7.633,8.625,69.702
3357.3,0.096,2.58,21.395,4.36,7.647,8.625,69.768
3357.4,0.096,2.583,22.871,4.334,7.686,8.625,69.849
3357.5,0.097,2.586,23.469,4.243,7.731,8.625,69.975
3357.6,0.099,2.586,24.806,4.192,7.757,8.625,70.233
3357.7,0.1,2.584,24.944,4.178,7.746,8.625,70.566
3357.8,0.101,2.581,25.664,4.103,7.701,8.625,71.007
3357.9,0.102,2.578,24.973,4.061,7.638,8.625,71.545
3358.0,0.103,2.577,23.182,4.081,7.564,8.625,72.097
3358.1,0.104,2.578,24.776,3.994,7.495,8.625,72.539
3358.2,0.106,2.581,25.387,3.858,7.457,8.625,72.94
3358.3,0.108,2.584,26.298,3.824,7.461,8.625,73.293
3358.4,0.111,2.584,27.567,3.678,7.496,8.625,73.479
3358.5,0.114,2.583,28.864,3.635,7.524,8.625,73.588
3358.6,0.117,2.581,31.434,3.563,7.52,8.625,73.649
3358.7,0.119,2.58,34.529,3.465,7.488,8.625,73.718
3358.8,0.119,2.578,32.206,3.361,7.45,8.625,73.748
3358.9,0.118,2.574,31.35,3.367,7.438,8.625,73.748
3359.0,0.117,2.57,31.814,3.383,7.462,8.625,73.745
3359.1,0.118,2.568,32.026,3.368,7.514,8.625,73.634
3359.2,0.118,2.567,31.311,3.392,7.577,8.625,73.421
3359.3,0.118,2.565,29.591,3.417,7.624,8.625,73.011
3359.4,0.117,2.565,29.312,3.414,7.634,8.625,72.548
3359.5,0.114,2.566,28.757,3.468,7.617,8.625,72.027
3359.6,0.112,2.567,26.369,3.5,7.593,8.625,71.579
3359.7,0.111,2.568,26.851,3.517,7.583,8.625,71.196
3359.8,0.111,2.568,27.131,3.625,7.605,8.625,70.897
3359.9,0.11,2.569,26.301,3.716,7.671,8.625,70.741
3360.0,0.11,2.57,26.524,3.766,7.76,8.625,70.617
3360.1,0.108,2.571,25.101,3.787,7.803,8.625,70.517
3360.2,0.106,2.57,22.676,3.859,7.786,8.625,70.477
3360.3,0.105,2.57,22.533,3.875,7.749,8.625,70.45
3360.4,0.105,2.57,22.759,3.893,7.722,8.625,70.427
3360.5,0.105,2.571,23.477,3.912,7.714,8.625,70.366
3360.6,0.105,2.572,23.263,3.967,7.716,8.625,70.266
3360.7,0.104,2.572,23.056,4.009,7.73,8.625,70.091
3360.8,0.103,2.572,21.548,4.063,7.754,8.625,69.907
3360.9,0.102,2.573,20.037,4.048,7.778,8.625,69.726
3361.0,0.101,2.575,20.418,4.088,7.798,8.625,69.56
3361.1,0.101,2.574,20.638,4.116,7.805,8.625,69.525
3361.2,0.1,2.573,21.736,4.128,7.812,8.625,69.548
3361.3,0.1,2.572,20.874,4.14,7.81,8.625,69.58
3361.4,0.099,2.571,19.43,4.215,7.803,8.625,69.608
3361.5,0.098,2.571,19.151,4.218,7.803,8.625,69.636
3361.6,0.1,2.572,18.719,4.25,7.807,8.602,69.68
3361.7,0.096,2.575,18.339,4.224,7.817,8.578,69.689
3361.8,0.096,2.579,18.297,4.21,7.816,8.625,69.683
3361.9,0.097,2.583,19.184,4.19,7.794,8.625,69.77
3362.0,0.1,2.585,18.906,4.187,7.762,8.578,69.843
3362.1,0.098,2.583,20.719,4.183,7.749,8.578,69.909
3362.2,0.096,2.581,22.526,4.179,7.736,8.602,70.02
3362.3,0.097,2.578,21.952,4.138,7.753,8.625,70.157
3362.4,0.099,2.576,21.863,4.114,7.769,8.625,70.322
3362.5,0.1,2.576,20.955,4.029,7.768,8.625,70.597
3362.6,0.101,2.576,22.137,3.935,7.734,8.625,70.883
3362.7,0.103,2.577,23.552,3.913,7.673,8.625,71.181
3362.8,0.104,2.577,22.808,3.903,7.616,8.625,71.594
3362.9,0.106,2.578,23.116,3.9,7.597,8.625,71.964
3363.0,0.108,2.577,23.669,3.85,7.627,8.625,72.262
3363.1,0.11,2.574,23.834,3.735,7.678,8.625,72.579
3363.2,0.111,2.572,25.597,3.699,7.716,8.625,72.927
3363.3,0.112,2.57,26.302,3.633,7.711,8.625,73.321
3363.4,0.113,2.569,26.538,3.52,7.662,8.625,73.6
3363.5,0.115,2.568,28.09,3.5,7.614,8.625,73.836
3363.6,0.118,2.569,29.863,3.48,7.61,8.625,74.03
3363.7,0.121,2.573,28.665,3.435,7.65,8.625,74.034
